clase,incidencia_edad,confianza_inferior,confianza_superior,recuento_anual,tendencia_reciente_incidencia,intervalo_inferior,intervalo_superior
decendiente,62.4,62.3,62.6,214614,-2.5,-3,-2
estable,74.9,65.1,85.7,43,0.5,-14.9,18.6
estable,66.9,62.4,71.7,170,3,-10.2,18.3
estable,74.6,61.8,89.4,25,-6.4,-18.3,7.3
estable,86.4,71,104.2,23,-4.5,-31.4,32.9
estable,69.7,61.2,79,51,-13.6,-27.8,3.4
estable,65.8,47.3,89.6,9,7.2,-27.6,58.7
estable,58.3,46.4,72.7,17,2,-10.7,16.6
estable,84.2,77.5,91.3,120,-3.8,-13.9,7.5
decendiente,75.4,64.4,87.9,34,-7.9,-8.5,-7.3
estable,82.4,69.8,96.9,32,7.1,-13,31.7
estable,73.9,63.7,85.4,39,-0.2,-17.6,20.8
estable,49.2,36.3,66,10,9.7,-31.4,75.3
estable,69.5,57.3,83.7,23,-1.3,-12.4,11.1
estable,83.3,65.8,104.5,16,-13.8,-30.7,7.2
estable,74.9,58.1,95.4,14,4.8,-20.1,37.4
estable,71.5,62.3,81.9,43,-7.2,-20,7.6
estable,75.9,67.2,85.5,57,-4.4,-15.6,8.3
estable,73.5,57.1,93.8,14,-9.7,-41.4,39.2
estable,82.6,63.9,106,14,-11.5,-43.5,38.7
estable,83,72.3,95.1,44,5.7,-11.2,25.9
estable,61.5,46.3,80.6,11,14.7,-21.8,68.4
estable,69.6,62.6,77.3,73,-2.2,-20.4,20.3
estable,76.7,66.7,87.7,44,-3.2,-11.4,5.7
estable,76.2,65.6,88,39,7.4,-16.9,38.8
estable,60.8,53.5,68.9,51,-2.1,-11.9,8.8
estable,78.1,69.7,87.2,66,-3.4,-13.9,8.4
estable,75.5,64.8,87.6,36,0,-21.5,27.2
estable,81.9,75.1,89.1,110,-0.1,-9.8,10.6
estable,77.3,62.3,95.3,19,-6.1,-36.5,38.8
estable,72.4,60.7,85.8,28,-3.2,-18.9,15.6
estable,90.3,77.2,105.2,35,-2.7,-16.1,12.8
estable,87.9,65,117,10,10.2,-28.3,69.3
estable,71,55,90.6,14,1.8,-25.5,39
decendiente,66.5,52.7,83.3,17,-14.3,-24.3,-2.9
estable,70.8,64.2,77.8,88,-2.3,-6.7,2.2
estable,80.9,71.7,91.1,58,-2.6,-14.7,11.3
decendiente,65.1,62.5,67.8,482,-1.8,-3.3,-0.3
estable,80.4,64,100.3,17,4.1,-14.5,26.6
estable,69.3,62.9,76.3,87,-1.3,-8.2,6.1
estable,88.1,75.6,102.3,37,-9,-28.3,15.3
estable,59.4,53.2,66.1,71,0.3,-4.6,5.6
estable,73.4,65.7,81.8,69,-2.7,-11.3,6.6
estable,57.6,41.1,79,8,-14.5,-42.7,27.6
estable,57.9,45.3,73.3,15,-6.1,-37.2,40.5
decendiente,64.8,61.1,68.6,236,-4.6,-7.2,-1.9
estable,61.6,49.3,76.4,17,0.1,-9,10.1
estable,74.2,63.1,86.9,33,1.2,-12.5,17.1
estable,79.4,72.1,87.2,90,-5.3,-12.6,2.6
estable,75.4,71.9,79.1,347,-2.1,-6.5,2.4
estable,62.3,50.2,76.7,19,-8.5,-26.5,13.9
decendiente,61,56.5,65.6,144,-9.6,-15.1,-3.8
estable,80.4,74,87.4,116,-3.2,-12,6.4
estable,83.1,62.5,108.8,11,-5,-20.5,13.6
estable,65.6,52.8,81,18,-13.2,-26.2,2
estable,61.8,50.5,74.9,22,-11.9,-35.2,19.8
estable,75.5,62.2,91,24,-8.5,-27.8,16
estable,78.7,68.8,89.6,47,-3.6,-15.4,9.7
estable,74.7,67.1,83.1,72,-2.3,-6.9,2.5
estable,57.1,52.2,62.2,108,-6.1,-15,3.8
estable,55.5,40.5,74.7,9,-2.3,-30.3,37.1
estable,74,66.5,82.1,74,2.5,-1.9,7.1
estable,70.5,61,81.3,41,2,-12.1,18.3
estable,72.3,66.9,78.1,135,-4.1,-11.4,3.7
estable,98.3,89.2,108.1,89,0.1,-9.9,11.2
estable,74.8,58.9,93.9,16,-0.5,-23.4,29.2
estable,73.2,54.4,96.7,11,-6.2,-24,15.8
estable,90.8,76.9,106.7,31,-12.5,-23.7,0.4
desconocido,0,0,0,0,0,0,0
desconocido,0,0,0,0,0,0,0
estable,61.5,56.5,66.8,131,-6.5,-12.8,0.3
estable,62.7,40.3,91.9,6,-26.1,-50.8,11.1
desconocido,0,0,0,0,0,0,0
desconocido,0,0,0,0,0,0,0
desconocido,0,0,0,0,0,0,0
estable,58.1,49.1,68,36,-8.4,-19.1,3.6
desconocido,0,0,0,0,0,0,0
estable,35.1,24.8,47.9,9,3.5,-12.3,22.2
estable,64.9,55.4,75.4,39,-12.8,-26.4,3.4
estable,88.3,65.7,115.9,12,-16.9,-32.5,2.3
estable,74.7,48.8,108.2,7,-19.2,-36.4,2.7
desconocido,0,0,0,0,0,0,0
estable,69.7,60.6,79.7,51,1.8,-9.7,14.7
estable,103.6,68.4,148.9,6,-15.3,-54.8,58.8
estable,153.4,95.2,229.4,6,0.2,-34.3,52.7
desconocido,67.6,37.1,111.2,3,0,0,0
estable,81.4,48.2,128.5,4,-6.6,-36.7,37.8
estable,44,26.6,68.5,4,34.9,-6.6,94.7
desconocido,0,0,0,0,0,0,0
estable,76.8,48.1,116,5,4.4,-40.6,83.3
estable,66.1,41.1,99.9,6,-9.8,-32.9,21.3
desconocido,0,0,0,0,0,0,0
estable,78.8,51.9,115.6,6,-17.3,-48.3,32.2
desconocido,0,0,0,0,0,0,0
desconocido,58.3,33.2,95.4,3,0,0,0
creciente,22.9,18.1,28.5,16,13.4,2.4,25.5
estable,46.9,42.5,51.8,84,0.9,-4.7,6.8
estable,36.7,31.5,42.4,39,-1.3,-26.6,32.9
estable,54.3,47.7,61.7,52,-10.5,-24.4,6
estable,45.5,36,56.7,16,-5.2,-31.1,30.2
estable,64,42.5,92.5,6,-7.1,-31.5,26.1
estable,54.4,44.1,67.2,25,-5.7,-27.3,22.4
decendiente,52.2,51.2,53.2,2059,-4,-5.5,-2.4
estable,76.6,72.6,80.9,280,-0.7,-12.7,13
estable,39.6,34.5,45.2,46,-1.1,-14.9,14.9
estable,50.9,49.1,52.7,628,-1.8,-7.4,4.1
decendiente,45.5,42.7,48.5,201,-5.2,-9.5,-0.6
estable,36.1,29,44.4,19,-16.4,-48,34.4
estable,51.9,48.6,55.3,203,-3.7,-11.2,4.4
estable,48,44.1,52.1,115,-4.3,-17.5,10.9
estable,85.9,70.1,104.4,21,-6.8,-14.3,1.4
estable,77,63.3,92.9,23,6.2,-10.4,25.8
estable,85.6,76.4,95.9,71,-2.1,-11.8,8.7
estable,56.4,52.1,60.9,129,1.3,-4.2,7.2
estable,67.7,58,78.8,35,4.4,-11.7,23.4
estable,86.3,66.3,111,13,6.5,-12.1,29
estable,82.5,56.2,118.7,6,11.9,-25.1,67.1
estable,59.1,48.9,71.1,25,5.1,-5.8,17.2
estable,76.4,58.3,99,12,-1.4,-40,62.1
estable,71.6,57.8,87.8,19,8,-18,42.3
estable,108.7,90.6,129.9,26,2.1,-10,15.9
estable,83.6,72,97,38,3,-14.5,24.1
estable,77.5,56.6,104.5,9,15.8,-24.9,78.4
estable,72,58.8,87.3,21,8.8,-17,42.5
estable,75,61.4,91.1,21,-12.9,-29.1,7.1
estable,74.6,67.1,82.7,74,4.4,-8.8,19.6
estable,79.1,70,89.1,56,0.2,-8.5,9.7
estable,75.6,64.9,87.5,37,4.1,-3.7,12.5
estable,77.5,62,95.9,18,4.5,-25.2,45.9
estable,82.2,60.1,110.8,9,-0.6,-45.5,81.3
estable,79.2,61,101.5,13,7.8,-14.7,36.2
decendiente,77.3,61.8,95.6,17,-18.2,-32.8,-0.4
estable,75.9,68.4,84,78,4.5,-4.9,14.8
estable,77.1,62.2,94.8,19,-11.7,-38.4,26.4
estable,64.7,49.4,84.2,14,-3.8,-25.9,24.8
estable,80.6,74.2,87.6,121,-0.8,-11.2,10.8
estable,96.1,78.1,117.2,21,-1.2,-27.9,35.2
estable,89.2,77.8,101.9,45,5,-4.5,15.5
estable,60.6,48.4,75.2,17,5.6,-14.8,30.8
estable,94.2,81.6,108.5,41,-0.4,-9.5,9.5
estable,96.2,76.2,120.1,16,6.6,-14.4,32.8
estable,82.3,70.9,95,38,1.8,-23.1,34.7
estable,55.9,43.1,72.2,13,-0.3,-22.2,27.8
estable,104.4,86.5,125.2,24,-4.8,-37.2,44.2
estable,97.5,88.3,107.5,84,-1,-20.1,22.6
decendiente,97.2,81.9,114.5,29,-7.7,-10.9,-4.5
decendiente,98.1,73.9,128.9,12,-11.1,-17.2,-4.5
estable,102.7,85.3,123.1,25,6.4,-7.7,22.7
estable,57,40.2,79.1,8,-11,-29.6,12.6
estable,63.4,46.7,84.4,10,-15.4,-42.6,24.6
estable,79.5,61.8,101.1,14,0.5,-17.9,23
estable,87,72.9,103.3,27,6.2,-20.2,41.3
estable,91.9,81.8,102.9,62,2.2,-4.6,9.6
estable,67.8,52.6,86.5,14,4.4,-23.5,42.5
estable,82.7,68.6,99.7,26,2.6,-9.7,16.5
estable,81.2,70.3,93.4,41,-1.4,-24.7,29.3
estable,73.6,63.2,85.3,36,-0.7,-18.9,21.5
estable,89.5,67.3,118,11,-2.6,-17.5,15.1
estable,67.5,50.2,90.2,11,18.8,-24.7,87.5
estable,69.2,50.2,94,9,5.7,-4.1,16.6
estable,63.9,46.1,88,9,17.7,-21.7,77
estable,84,71,99,30,-4.3,-25.4,23
estable,98.8,76.9,125.7,14,3.3,-28.6,49.6
estable,88.1,72.4,106.3,23,4.4,-5.1,14.8
estable,87.8,67.5,112.7,13,3.3,-16.3,27.4
estable,114,97.9,132.3,36,1.6,-11.1,16
estable,67.1,54.9,81.6,22,12.4,-16.6,51.6
estable,86.3,76.7,96.9,59,-6.9,-16.5,3.8
estable,89,67.3,116.7,12,-9.6,-42.5,42.2
estable,68,64.4,71.7,277,-1.5,-8,5.4
estable,83.9,68.2,102.5,21,4.3,-4.9,14.4
estable,65.2,52.8,79.8,20,-0.5,-16.1,17.9
estable,73.9,67.4,80.8,100,0,-4.3,4.4
estable,91.5,71.5,116.1,15,1.1,-15.5,20.9
estable,72.1,53.2,97.1,10,9.4,-15.6,41.8
estable,78.2,71.6,85.2,108,0.3,-11.1,13.1
estable,70.4,53.9,90.5,12,10,-20.3,51.8
estable,89.3,74,107.3,26,-4.3,-33.5,37.6
estable,66.5,51.1,85.8,14,-1.9,-15.4,13.8
estable,89,77.8,101.5,46,3.2,-0.5,7
estable,65.1,52.4,80.6,19,3.9,-10.6,20.8
estable,67.1,61.8,72.8,119,2.2,-8.1,13.8
estable,91.2,82.5,100.7,81,-0.5,-9.1,8.8
estable,108.5,80.9,143.6,11,6,-31,62.9
estable,88.1,73,105.7,24,8.7,-13.5,36.5
decendiente,46,44.5,47.6,687,-2.2,-2.5,-1.8
desconocido,0,0,0,0,0,0,0
estable,58.7,50.5,68.1,38,0,-9.8,10.8
estable,61.4,57.3,65.8,169,-4.4,-12.3,4.2
estable,52.3,45.1,60.5,41,-7.2,-27.5,18.7
estable,56,42.2,72.8,11,-17.3,-43.3,20.7
decendiente,49.2,47.4,51.1,554,-1.3,-1.6,-1
estable,78.4,65.2,93.6,25,-14.6,-39.3,20.2
estable,50,45.9,54.3,116,-3.7,-11,4.1
estable,50.8,48.6,53.1,411,-1.8,-6.3,2.8
estable,61.2,49.5,74.9,19,0.2,-14.4,17.3
estable,56.4,51.1,62.2,86,-2.5,-9.7,5.3
estable,44.3,39.8,49.3,69,-3.1,-11.9,6.6
estable,45.7,35.2,58.8,13,-15.5,-28.7,0.3
estable,55.7,53.2,58.4,371,-3.2,-6.8,0.5
estable,48.8,43,55,54,-3.7,-17.1,12
estable,73.7,66,82.2,70,3.3,-9.2,17.7
estable,60.9,48.9,75,19,-9.2,-26.6,12.4
decendiente,39.9,39.3,40.5,3701,-5.7,-7,-4.5
estable,51.8,46.6,57.3,76,-6.8,-19.1,7.4
decendiente,41.6,38.5,44.8,145,-1.6,-2.2,-1.1
estable,54.6,43.2,68.8,17,-10.2,-32.6,19.7
estable,52.2,46.3,58.6,62,-4,-10.7,3.2
decendiente,56.9,52.3,61.7,120,-7,-10.2,-3.7
estable,43.7,29.4,63.8,6,-19.5,-41.4,10.6
desconocido,24.6,13.6,40.8,3,0,0,0
estable,42.6,39.7,45.7,163,-4.8,-12.2,3.1
decendiente,53.3,48.5,58.6,92,-9.8,-15.3,-4.1
estable,47.3,42.5,52.6,75,-5.3,-18.3,9.8
decendiente,44.1,43,45.2,1326,-6.6,-10.3,-2.7
estable,49.6,46.7,52.7,222,-4.1,-14.8,7.8
estable,44.2,34.5,56.4,15,-0.4,-23.8,30.1
estable,47.2,45.9,48.5,1031,-3.4,-8.4,2
estable,56.9,55.1,58.7,793,-2.8,-6.2,0.8
estable,40.2,32.2,49.5,18,-13.3,-26.7,2.5
decendiente,49.5,48,51.1,807,-6.4,-9.7,-2.9
decendiente,49,47.9,50.1,1485,-3.5,-5.4,-1.6
decendiente,49,46.9,51,459,-2.3,-2.6,-2
estable,56.8,54.1,59.6,353,-5.9,-12.8,1.6
estable,46.9,43.6,50.3,161,-3.2,-15.8,11.4
decendiente,45.3,43.3,47.5,375,-1.9,-2.2,-1.5
estable,42.1,39.4,44.9,189,-4,-10,2.4
estable,41.1,39.7,42.5,705,-1,-4.8,2.9
estable,37.6,34.2,41.2,99,-1.3,-23.1,26.6
estable,62.5,58.1,67.2,154,-4.5,-12.9,4.8
desconocido,0,0,0,0,0,0,0
estable,60.5,52.5,69.6,44,-5.7,-14.3,3.8
estable,58.1,54.8,61.6,246,-3.2,-8.1,1.9
decendiente,49.5,46.9,52.2,288,-7,-9.1,-4.8
estable,57.4,54.4,60.6,273,-6.5,-12.9,0.3
estable,56.3,49.9,63.4,56,-4.3,-11.9,4.1
decendiente,65.2,57.6,73.7,54,-11.7,-21.6,-0.6
estable,66.6,51.3,85.7,15,-17.4,-35.6,5.9
decendiente,47.9,44.8,51.3,174,-11.2,-16.5,-5.5
estable,58,51,65.7,52,-8.5,-22.8,8.3
decendiente,41.5,39.5,43.6,344,-3.6,-5.3,-1.8
estable,42.3,38,47,74,-1.5,-16.1,15.6
estable,68.1,59.2,77.8,44,-8.1,-25.2,13.1
estable,52.6,49.1,56.2,182,-1.5,-15,14.1
estable,47.9,33.3,66.7,7,-2.4,-35.1,46.7
estable,47.5,44.9,50.3,253,-6,-12,0.5
decendiente,31.7,20.8,47.5,6,-22,-37.2,-3.3
estable,78.2,48,123.4,5,-4.9,-39.6,49.9
estable,44,25.8,71.5,4,21.1,-26.9,100.5
estable,35.5,32.3,39,94,-2.6,-8.8,4.1
estable,48.4,39.9,58.1,23,-6.2,-29.8,25.3
estable,36.9,27.5,49.3,11,-7.7,-34.4,30
desconocido,0,0,0,0,0,0,0
desconocido,38.1,21.1,63.7,3,0,0,0
estable,34.7,20.8,55.3,4,-13.5,-41.9,28.5
desconocido,0,0,0,0,0,0,0
desconocido,0,0,0,0,0,0,0
estable,59.5,34.8,100.8,4,14.1,-37.4,107.7
decendiente,46.3,38.1,56,23,-13.6,-21.5,-5
estable,48.5,45.8,51.2,264,-1.7,-7.4,4.4
desconocido,0,0,0,0,0,0,0
estable,37.1,33.2,41.4,75,-0.6,-6.7,5.9
estable,28.3,19.1,40,9,-3.7,-28.7,30
estable,47.5,34,64.5,10,-16.2,-32.2,3.5
decendiente,50.3,47.7,53.1,282,-3.2,-5.2,-1.2
estable,56.4,48.6,65.3,38,-1,-23,27.4
estable,43.2,34.6,53.1,19,-6.2,-12.6,0.7
desconocido,0,0,0,0,0,0,0
estable,47.5,30.3,70.4,6,10.8,-40.8,107.4
desconocido,24.8,13.5,41.4,3,0,0,0
desconocido,0,0,0,0,0,0,0
estable,59.2,41.3,85.3,8,-2.7,-28,31.6
desconocido,0,0,0,0,0,0,0
estable,43.7,41.3,46.2,262,-1.8,-9.2,6.2
desconocido,0,0,0,0,0,0,0
estable,55.1,36.4,80.5,6,-16.7,-62.9,87.2
desconocido,0,0,0,0,0,0,0
estable,34.4,27.5,42.5,19,-7.1,-22.3,11.1
estable,39.7,36.6,43.1,124,3.3,-4.1,11.3
estable,46.9,34.8,62.4,10,-16.7,-33.4,4.3
estable,53.5,31.6,85.8,4,6.2,-19.6,40.3
estable,36.4,27,48.2,10,9,-26.2,60.8
estable,56.1,51.3,61.3,102,-6.7,-17.7,5.8
desconocido,0,0,0,0,0,0,0
estable,40,26,58.8,6,-10.3,-41,36.5
estable,40.2,31.5,50.8,15,-12.4,-28.1,6.7
estable,49.6,41.6,58.7,28,-1.1,-12.7,12
estable,49.5,39.1,61.8,16,-1.7,-49.6,91.9
estable,40.5,30.3,53.5,11,-26,-51.1,12.1
desconocido,0,0,0,0,0,0,0
decendiente,35.8,23.5,52.8,8,-30.6,-47.5,-8.4
estable,53,32,85.6,4,-7.2,-32.8,28
creciente,24.1,14.3,38.1,4,25.9,19.4,32.7
estable,67.3,49.4,89.8,10,-0.6,-13.9,14.8
estable,49.8,45.5,54.5,99,-2.1,-8.7,4.9
desconocido,0,0,0,0,0,0,0
estable,29.2,18.6,44.3,5,0,-19.5,24.2
estable,31.5,19.9,47,6,-7.5,-29.2,20.7
estable,60.6,35.9,96.1,4,-32.9,-66.6,34.8
desconocido,0,0,0,0,0,0,0
desconocido,0,0,0,0,0,0,0
desconocido,0,0,0,0,0,0,0
desconocido,14.8,7.6,25.7,4,0,0,0
estable,41.1,29.4,55.9,11,-4.7,-28.7,27.3
desconocido,0,0,0,0,0,0,0
estable,45.7,41.7,50,101,-5.4,-15.2,5.6
estable,62.5,44.9,85.4,8,-4.2,-32.5,36
decendiente,54.9,52.9,57,571,-1,-1.2,-0.8
decendiente,62,59.9,64.2,662,-0.3,-0.6,-0.1
estable,62.5,58.1,67.1,160,0,-0.5,0.6
estable,65.7,60.9,70.8,144,-0.4,-0.9,0
decendiente,70.2,67.8,72.5,718,-0.4,-0.6,-0.1
estable,68.7,64.7,72.9,224,-0.5,-1.1,0.2
estable,62.7,57.1,68.6,98,-0.6,-1.3,0.1
estable,65,58.9,71.6,86,-2.7,-5.5,0.1
estable,79.2,73.5,85.2,147,0.8,-8.1,10.5
estable,67.3,64.3,70.4,387,-1.4,-6,3.5
estable,74.2,69.9,78.7,239,-1.8,-10.6,7.8
estable,59,56.3,61.9,351,-1.7,-6.3,3
estable,67.8,63.1,72.8,160,-2.9,-9.7,4.5
estable,99.5,83.1,118.2,27,-4.9,-30.3,29.8
estable,88.4,82.7,94.3,185,-5,-10.6,1
estable,82.1,69,97.1,28,-1.3,-19.8,21.5
decendiente,74.2,71.6,76.8,647,-3.5,-6.1,-0.7
decendiente,53.5,52.1,54.9,1129,-6.3,-10,-2.4
estable,78.2,61.3,98.7,15,-12.5,-35.4,18.4
decendiente,62.3,58.4,66.6,233,-3.1,-6,-0.1
estable,79.7,74.9,84.8,244,-2.5,-12.5,8.6
estable,79.2,73.6,85,161,-1.7,-6.7,3.5
decendiente,43.3,40.9,45.9,268,-8.5,-10.6,-6.3
estable,88.2,79.4,97.7,77,-0.3,-18.6,22
estable,57.7,48.4,68.5,28,-5,-17.8,9.9
estable,100,83.2,119.8,26,5,-16.8,32.4
estable,78.1,75.4,80.8,685,-3.1,-7.8,1.8
estable,78.4,74.3,82.7,281,-3.5,-10.6,4.1
estable,67.7,62.2,73.7,120,0,-10.6,11.7
estable,93.4,73.2,118.2,16,-10,-39,32.8
estable,66.4,57.1,76.9,38,1.3,-20.4,28.8
estable,74.3,59.1,92.5,17,-1.5,-22.7,25.5
estable,54.9,41.8,71.7,13,1.9,-12.6,18.9
estable,92.6,75.2,113.4,20,-1.2,-22.4,25.9
estable,67.8,51.2,88.3,12,15.5,-14.4,55.7
estable,69,56.1,84,20,1.3,-26.5,39.7
estable,65.2,54.1,77.9,25,1.7,-2.3,5.9
estable,74.9,70.6,79.5,241,-5.2,-12,2.1
estable,73.3,67.7,79.3,155,0.4,-11.7,14.1
decendiente,69.7,67.6,71.8,895,-2.8,-4.2,-1.3
estable,71.2,57.6,87.3,20,5.2,-31,60.4
estable,67,62.4,71.9,180,-2.6,-16.1,13
estable,48.4,41,56.8,31,3.4,-17.8,30
estable,42.5,30.6,58,9,0.1,-27.5,38.3
estable,97.3,70.7,130.8,9,-6.3,-29.4,24.2
estable,76,72.6,79.6,400,0.2,-3.4,3.9
estable,59.2,57.1,61.4,651,-1.5,-8.3,5.9
estable,54.8,50.5,59.3,130,1.9,-7.1,11.8
estable,103.5,92.5,115.7,67,-6.5,-13.7,1.3
estable,73.3,49.2,105.2,6,-13.9,-39.2,21.8
estable,54.8,42.4,70,14,10.1,-14.5,41.7
estable,59,56.1,62.1,328,-2.5,-8.4,3.7
